brand_id,country_id,date_id,market_share,global_shipments,shipments,sentiment
141,3,6,2,0.0,0.0,0.0,9
142,3,7,2,0.0,0.0,0.0,4
143,3,8,2,0.0,0.0,0.0,9
144,4,0,2,0.0,2.399864483,0.0,0
145,4,1,2,0.0,2.399864483,0.0,2
146,4,2,2,0.0,2.399864483,0.0,7
147,4,3,2,0.0,2.399864483,0.0,8
148,4,4,2,0.0,2.399864483,0.0,9
149,4,5,2,0.0,2.399864483,0.0,6
150,4,6,2,0.0,2.399864483,0.0,9
151,4,7,2,0.0,2.399864483,0.0,6
152,4,8,2,0.0,2.399864483,0.0,0
153,5,0,2,0.0,2.668648019,0.0,5
154,5,1,2,0.0,2.668648019,0.0,4
155,5,2,2,0.0,2.668648019,0.0,1
156,5,3,2,0.0,2.668648019,0.0,8
157,5,4,2,0.0,2.668648019,0.0,1
158,5,5,2,0.0,2.668648019,0.0,4
159,5,6,2,0.0,2.668648019,0.0,0
160,5,7,2,0.0,2.668648019,0.0,1
161,5,8,2,0.0,2.668648019,0.0,6
162,0,0,3,83.76,20.4,17.09,7
163,0,1,3,79.12,20.4,16.14,6
164,0,2,3,0.74,20.4,0.15,4
165,0,3,3,19.06,20.4,3.89,5
166,0,4,3,75.79,20.4,15.46,10
167,0,5,3,43.75,20.4,8.92,6
168,0,6,3,70.7,20.4,14.42,7
169,0,7,3,49.86,20.4,10.17,8
170,0,8,3,3.95,20.4,0.81,4
171,1,0,3,1.98,18.4,0.36,7
172,1,1,3,3.03,18.4,0.56,6
173,1,2,3,15.88,18.4,2.92,6
174,1,3,3,1.04,18.4,0.19,0
175,1,4,3,5.18,18.4,0.95,10
176,1,5,3,3.02,18.4,0.56,8
177,1,6,3,9.38,18.4,1.73,2
178,1,7,3,8.06,18.4,1.48,4
179,1,8,3,29.43,18.4,5.42,8
180,2,0,3,0.0,7.3,0.0,2
181,2,1,3,0.0,7.3,0.0,4
182,2,2,3,0.0,7.3,0.0,10
183,2,3,3,0.0,7.3,0.0,9
184,2,4,3,0.0,7.3,0.0,5
185,2,5,3,0.0,7.3,0.0,10
186,2,6,3,0.0,7.3,0.0,6
187,2,7,3,0.0,7.3,0.0,0
188,2,8,3,0.0,7.3,0.0,9
189,3,0,3,0.0,0.0,0.0,4
190,3,1,3,0.0,0.0,0.0,7
191,3,2,3,0.0,0.0,0.0,7
192,3,3,3,0.0,0.0,0.0,2
193,3,4,3,0.0,0.0,0.0,6
194,3,5,3,0.0,0.0,0.0,0
195,3,6,3,0.0,0.0,0.0,9
196,3,7,3,0.0,0.0,0.0,8
197,3,8,3,0.0,0.0,0.0,4
198,4,0,3,0.0,3.227336721,0.0,5
199,4,1,3,0.0,3.227336721,0.0,8
200,4,2,3,0.0,3.227336721,0.0,8
201,4,3,3,0.0,3.227336721,0.0,5
202,4,4,3,0.0,3.227336721,0.0,2
203,4,5,3,0.0,3.227336721,0.0,7
204,4,6,3,0.0,3.227336721,0.0,3
205,4,7,3,0.0,3.227336721,0.0,1
206,4,8,3,0.0,3.227336721,0.0,6
207,5,0,3,0.0,3.575291375,0.0,7
208,5,1,3,0.0,3.575291375,0.0,0
209,5,2,3,0.0,3.575291375,0.0,5
210,5,3,3,0.0,3.575291375,0.0,5
211,5,4,3,0.0,3.575291375,0.0,9
212,5,5,3,0.0,3.575291375,0.0,3
213,5,6,3,0.0,3.575291375,0.0,10
214,5,7,3,0.0,3.575291375,0.0,8
215,5,8,3,0.0,3.575291375,0.0,8
216,0,0,4,82.56,17.1,14.12,8
217,0,1,4,76.12,17.1,13.02,7
218,0,2,4,0.7,17.1,0.12,2
219,0,3,4,18.41,17.1,3.15,8
220,0,4,4,74.27,17.1,12.7,6
221,0,5,4,42.85,17.1,7.33,4
222,0,6,4,64.73,17.1,11.07,0
223,0,7,4,57.83,17.1,9.89,2
224,0,8,4,4.35,17.1,0.74,4
225,1,0,4,4.95,28.1,1.39,9
226,1,1,4,7.03,28.1,1.98,4
227,1,2,4,18.23,28.1,5.12,7
228,1,3,4,1.64,28.1,0.46,10
229,1,4,4,8.83,28.1,2.48,9
230,1,5,4,4.75,28.1,1.33,0
231,1,6,4,15.47,28.1,4.35,5
232,1,7,4,10.12,28.1,2.84,7
233,1,8,4,30.34,28.1,8.53,9
234,2,0,4,0.0,8.2,0.0,4
235,2,1,4,0.0,8.2,0.0,4
236,2,2,4,0.0,8.2,0.0,4
237,2,3,4,0.0,8.2,0.0,8
238,2,4,4,0.0,8.2,0.0,2
239,2,5,4,0.0,8.2,0.0,8
240,2,6,4,0.0,8.2,0.0,9
241,2,7,4,0.0,8.2,0.0,7
242,2,8,4,0.0,8.2,0.0,9
243,3,0,4,0.0,0.0,0.0,3
244,3,1,4,0.0,0.0,0.0,6
245,3,2,4,0.0,0.0,0.0,4
246,3,3,4,0.0,0.0,0.0,10
247,3,4,4,0.0,0.0,0.0,10
248,3,5,4,0.0,0.0,0.0,10
249,3,6,4,0.0,0.0,0.0,10
250,3,7,4,0.0,0.0,0.0,7
251,3,8,4,0.0,0.0,0.0,10
252,4,0,4,0.0,4.054808959,0.0,5
253,4,1,4,0.0,4.054808959,0.0,8
254,4,2,4,0.0,4.054808959,0.0,9
255,4,3,4,0.0,4.054808959,0.0,5
256,4,4,4,0.0,4.054808959,0.0,5
257,4,5,4,0.0,4.054808959,0.0,8
258,4,6,4,0.0,4.054808959,0.0,1
259,4,7,4,0.0,4.054808959,0.0,7
260,4,8,4,0.0,4.054808959,0.0,0
261,5,0,4,0.0,4.481934732,0.0,7
262,5,1,4,0.0,4.481934732,0.0,8
263,5,2,4,0.0,4.481934732,0.0,1
264,5,3,4,0.0,4.481934732,0.0,9
265,5,4,4,0.0,4.481934732,0.0,0
266,5,5,4,0.0,4.481934732,0.0,3
267,5,6,4,0.0,4.481934732,0.0,9
268,5,7,4,0.0,4.481934732,0.0,5
269,5,8,4,0.0,4.481934732,0.0,7
270,0,0,5,76.89,37.0,28.45,6
271,0,1,5,70.4,37.0,26.05,6
272,0,2,5,0.78,37.0,0.29,2
273,0,3,5,17.33,37.0,6.41,2
274,0,4,5,74.25,37.0,27.47,4
275,0,5,5,43.26,37.0,16.01,7
276,0,6,5,54.7,37.0,20.24,4
277,0,7,5,58.3,37.0,21.57,4
278,0,8,5,7.84,37.0,2.9,0
279,1,0,5,7.16,36.2,2.59,7
280,1,1,5,10.21,36.2,3.7,9
281,1,2,5,19.84,36.2,7.18,8
282,1,3,5,3.1,36.2,1.12,0
283,1,4,5,9.65,36.2,3.49,9
284,1,5,5,6.16,36.2,2.23,8
285,1,6,5,16.85,36.2,6.1,4
286,1,7,5,10.99,36.2,3.98,9
287,1,8,5,27.93,36.2,10.11,6
288,2,0,5,0.0,10.8,0.0,2
289,2,1,5,0.0,10.8,0.0,5
290,2,2,5,0.0,10.8,0.0,0
291,2,3,5,0.0,10.8,0.0,8
292,2,4,5,0.0,10.8,0.0,8
293,2,5,5,0.0,10.8,0.0,4
294,2,6,5,0.0,10.8,0.0,4
295,2,7,5,0.0,10.8,0.0,2
296,2,8,5,0.0,10.8,0.0,7
297,3,0,5,0.0,0.660202504,0.0,8
298,3,1,5,0.0,0.660202504,0.0,6
299,3,2,5,0.0,0.660202504,0.0,2
300,3,3,5,0.0,0.660202504,0.0,0
301,3,4,5,0.0,0.660202504,0.0,7
302,3,5,5,0.0,0.660202504,0.0,3
303,3,6,5,0.0,0.660202504,0.0,7
304,3,7,5,0.0,0.660202504,0.0,8
305,3,8,5,0.0,0.660202504,0.0,5
306,4,0,5,0.0,4.882281197,0.0,1
307,4,1,5,0.0,4.882281197,0.0,3
308,4,2,5,0.0,4.882281197,0.0,2
309,4,3,5,0.0,4.882281197,0.0,2
310,4,4,5,0.0,4.882281197,0.0,5
311,4,5,5,0.0,4.882281197,0.0,1
312,4,6,5,0.0,4.882281197,0.0,0
313,4,7,5,0.0,4.882281197,0.0,4
314,4,8,5,0.0,4.882281197,0.0,8
315,5,0,5,0.0,5.388578089,0.0,3
316,5,1,5,0.0,5.388578089,0.0,2
317,5,2,5,0.0,5.388578089,0.0,2
318,5,3,5,0.0,5.388578089,0.0,8
319,5,4,5,0.0,5.388578089,0.0,3
320,5,5,5,0.0,5.388578089,0.0,8
321,5,6,5,0.0,5.388578089,0.0,7
322,5,7,5,0.0,5.388578089,0.0,8
323,5,8,5,0.0,5.388578089,0.0,7
324,0,0,6,76.28,35.1,26.77,4
325,0,1,6,69.29,35.1,24.32,7
326,0,2,6,0.85,35.1,0.3,2
327,0,3,6,22.05,35.1,7.74,5
328,0,4,6,71.93,35.1,25.25,9
329,0,5,6,44.28,35.1,15.54,10
330,0,6,6,52.1,35.1,18.29,8
331,0,7,6,59.22,35.1,20.79,0
332,0,8,6,8.4,35.1,2.95,0
333,1,0,6,8.87,44.0,3.9,9
334,1,1,6,11.07,44.0,4.87,8
335,1,2,6,21.38,44.0,9.41,8
336,1,3,6,5.6,44.0,2.46,7
337,1,4,6,12.56,44.0,5.53,0
338,1,5,6,6.83,44.0,3.01,7
339,1,6,6,17.2,44.0,7.57,4
340,1,7,6,11.7,44.0,5.15,10
341,1,8,6,24.6,44.0,10.82,4
342,2,0,6,0.02,9.3,0.0,3
343,2,1,6,0.04,9.3,0.0,4
344,2,2,6,0.0,9.3,0.0,10
345,2,3,6,0.0,9.3,0.0,0
346,2,4,6,0.0,9.3,0.0,1
347,2,5,6,0.0,9.3,0.0,1
348,2,6,6,0.02,9.3,0.0,8
349,2,7,6,0.07,9.3,0.01,10
350,2,8,6,0.0,9.3,0.0,0
351,3,0,6,0.0,1.677239904,0.0,3
352,3,1,6,0.0,1.677239904,0.0,2
353,3,2,6,0.0,1.677239904,0.0,6
354,3,3,6,0.0,1.677239904,0.0,8
355,3,4,6,0.0,1.677239904,0.0,1
356,3,5,6,0.0,1.677239904,0.0,8
357,3,6,6,0.0,1.677239904,0.0,7
358,3,7,6,0.0,1.677239904,0.0,2
359,3,8,6,0.0,1.677239904,0.0,0
360,4,0,6,0.0,5.709753435,0.0,6
361,4,1,6,0.0,5.709753435,0.0,6
362,4,2,6,0.0,5.709753435,0.0,6
363,4,3,6,0.0,5.709753435,0.0,3
364,4,4,6,0.0,5.709753435,0.0,5
365,4,5,6,0.0,5.709753435,0.0,10
366,4,6,6,0.0,5.709753435,0.0,4
367,4,7,6,0.0,5.709753435,0.0,8
368,4,8,6,0.0,5.709753435,0.0,5
369,5,0,6,0.0,6.295221445,0.0,5
370,5,1,6,0.0,6.295221445,0.0,10
371,5,2,6,0.0,6.295221445,0.0,5
372,5,3,6,0.0,6.295221445,0.0,8
373,5,4,6,0.0,6.295221445,0.0,7
374,5,5,6,0.0,6.295221445,0.0,8
375,5,6,6,0.0,6.295221445,0.0,10
376,5,7,6,0.0,6.295221445,0.0,9
377,5,8,6,0.0,6.295221445,0.0,9
378,0,0,7,71.72,26.0,18.65,5
379,0,1,7,62.44,26.0,16.23,4
380,0,2,7,0.71,26.0,0.18,10
381,0,3,7,16.44,26.0,4.27,0
382,0,4,7,61.48,26.0,15.98,4
383,0,5,7,42.01,26.0,10.92,10
384,0,6,7,40.83,26.0,10.62,3
385,0,7,7,48.39,26.0,12.58,10
386,0,8,7,9.12,26.0,2.37,3
387,1,0,7,11.66,50.3,5.86,5
388,1,1,7,14.3,50.3,7.19,4
389,1,2,7,22.4,50.3,11.27,0
390,1,3,7,7.25,50.3,3.65,7
391,1,4,7,16.61,50.3,8.35,3
392,1,5,7,9.7,50.3,4.88,10
393,1,6,7,22.28,50.3,11.21,10
394,1,7,7,11.74,50.3,5.91,5
395,1,8,7,21.84,50.3,10.99,7
396,2,0,7,0.48,10.4,0.05,3
397,2,1,7,1.49,10.4,0.15,3
398,2,2,7,0.08,10.4,0.01,6
399,2,3,7,0.02,10.4,0.0,2
400,2,4,7,0.13,10.4,0.01,3
401,2,5,7,0.15,10.4,0.02,2
402,2,6,7,0.49,10.4,0.05,1
403,2,7,7,1.2,10.4,0.12,9
404,2,8,7,0.09,10.4,0.01,8
405,3,0,7,0.0,2.694277304,0.0,4
406,3,1,7,0.0,2.694277304,0.0,1
407,3,2,7,0.0,2.694277304,0.0,2
408,3,3,7,0.0,2.694277304,0.0,6
409,3,4,7,0.0,2.694277304,0.0,9
410,3,5,7,0.0,2.694277304,0.0,4
411,3,6,7,0.0,2.694277304,0.0,3
412,3,7,7,0.0,2.694277304,0.0,2
413,3,8,7,0.0,2.694277304,0.0,10
414,4,0,7,0.0,6.537225673,0.0,10
415,4,1,7,0.0,6.537225673,0.0,6
416,4,2,7,0.0,6.537225673,0.0,8
417,4,3,7,0.0,6.537225673,0.0,8
418,4,4,7,0.0,6.537225673,0.0,7
419,4,5,7,0.0,6.537225673,0.0,2
420,4,6,7,0.0,6.537225673,0.0,9
421,4,7,7,0.0,6.537225673,0.0,6
422,4,8,7,0.0,6.537225673,0.0,1
423,5,0,7,0.0,7.201864802,0.0,1
424,5,1,7,0.0,7.201864802,0.0,2
425,5,2,7,0.0,7.201864802,0.0,10
426,5,3,7,0.0,7.201864802,0.0,3
427,5,4,7,0.0,7.201864802,0.0,3
428,5,5,7,0.0,7.201864802,0.0,3
429,5,6,7,0.0,7.201864802,0.0,3
430,5,7,7,0.0,7.201864802,0.0,1
431,5,8,7,0.0,7.201864802,0.0,10
432,0,0,8,68.97,26.9,18.55,1
433,0,1,8,57.42,26.9,15.45,3
434,0,2,8,0.79,26.9,0.21,2
435,0,3,8,14.52,26.9,3.91,3
436,0,4,8,56.86,26.9,15.3,9
437,0,5,8,43.34,26.9,11.66,3
438,0,6,8,38.38,26.9,10.32,10
439,0,7,8,50.44,26.9,13.57,4
440,0,8,8,11.01,26.9,2.96,4
441,1,0,8,15.6,56.3,8.78,4
442,1,1,8,20.01,56.3,11.27,4
443,1,2,8,28.03,56.3,15.78,8
444,1,3,8,10.75,56.3,6.05,10
445,1,4,8,25.34,56.3,14.27,0
446,1,5,8,14.39,56.3,8.1,4
447,1,6,8,29.03,56.3,16.34,8
448,1,7,8,12.96,56.3,7.3,0
449,1,8,8,27.71,56.3,15.6,2
450,2,0,8,0.45,12.5,0.06,8
451,2,1,8,1.99,12.5,0.25,9
452,2,2,8,0.09,12.5,0.01,7
453,2,3,8,0.02,12.5,0.0,6
454,2,4,8,0.28,12.5,0.04,9
455,2,5,8,0.21,12.5,0.03,8
456,2,6,8,0.6,12.5,0.07,7
457,2,7,8,1.42,12.5,0.18,9
458,2,8,8,0.15,12.5,0.02,7
459,3,0,8,0.0,3.711314704,0.0,6
460,3,1,8,0.01,3.711314704,0.0,2
461,3,2,8,0.0,3.711314704,0.0,4
462,3,3,8,0.0,3.711314704,0.0,6
463,3,4,8,0.01,3.711314704,0.0,1
464,3,5,8,0.0,3.711314704,0.0,10
465,3,6,8,0.0,3.711314704,0.0,5
466,3,7,8,0.0,3.711314704,0.0,0
467,3,8,8,0.0,3.711314704,0.0,4
468,4,0,8,0.0,7.364697911,0.0,7
469,4,1,8,0.0,7.364697911,0.0,10
470,4,2,8,0.0,7.364697911,0.0,6
471,4,3,8,0.0,7.364697911,0.0,3
472,4,4,8,0.0,7.364697911,0.0,9
473,4,5,8,0.0,7.364697911,0.0,0
474,4,6,8,0.0,7.364697911,0.0,1
475,4,7,8,0.0,7.364697911,0.0,6
476,4,8,8,0.0,7.364697911,0.0,2
477,5,0,8,0.0,8.108508159,0.0,3
478,5,1,8,0.01,8.108508159,0.0,9
479,5,2,8,0.0,8.108508159,0.0,7
480,5,3,8,0.0,8.108508159,0.0,7
481,5,4,8,0.0,8.108508159,0.0,0
482,5,5,8,0.0,8.108508159,0.0,6
483,5,6,8,0.0,8.108508159,0.0,7
484,5,7,8,0.0,8.108508159,0.0,3
485,5,8,8,0.0,8.108508159,0.0,5
486,0,0,9,67.89,47.8,32.45,2
487,0,1,9,56.16,47.8,26.84,7
488,0,2,9,0.8,47.8,0.38,7
489,0,3,9,13.19,47.8,6.3,4
490,0,4,9,52.62,47.8,25.15,1
491,0,5,9,43.93,47.8,21.0,5
492,0,6,9,36.29,47.8,17.35,10
493,0,7,9,50.63,47.8,24.2,8
494,0,8,9,11.82,47.8,5.65,3
495,1,0,9,17.74,63.7,11.3,10
496,1,1,9,22.43,63.7,14.29,10
497,1,2,9,28.07,63.7,17.88,0
498,1,3,9,12.56,63.7,8.0,2
499,1,4,9,29.44,63.7,18.75,6
500,1,5,9,17.06,63.7,10.87,1
501,1,6,9,32.13,63.7,20.47,7
502,1,7,9,14.21,63.7,9.05,6
503,1,8,9,30.48,63.7,19.42,6
504,2,0,9,0.42,10.8,0.05,5
505,2,1,9,2.19,10.8,0.24,2
506,2,2,9,0.08,10.8,0.01,4
507,2,3,9,0.06,10.8,0.01,7
508,2,4,9,0.42,10.8,0.05,6
509,2,5,9,0.22,10.8,0.02,3
510,2,6,9,0.67,10.8,0.07,2
511,2,7,9,1.48,10.8,0.16,0
512,2,8,9,0.15,10.8,0.02,6
513,3,0,9,0.0,4.728352104,0.0,4
514,3,1,9,0.02,4.728352104,0.0,1
515,3,2,9,0.0,4.728352104,0.0,9
516,3,3,9,0.0,4.728352104,0.0,4
517,3,4,9,0.0,4.728352104,0.0,7
518,3,5,9,0.0,4.728352104,0.0,2
519,3,6,9,0.0,4.728352104,0.0,6
520,3,7,9,0.0,4.728352104,0.0,10
521,3,8,9,0.0,4.728352104,0.0,8
522,4,0,9,0.0,8.192170149,0.0,5
523,4,1,9,0.0,8.192170149,0.0,3
524,4,2,9,0.0,8.192170149,0.0,2
525,4,3,9,0.0,8.192170149,0.0,7
526,4,4,9,0.0,8.192170149,0.0,9
527,4,5,9,0.0,8.192170149,0.0,10
528,4,6,9,0.0,8.192170149,0.0,2
529,4,7,9,0.0,8.192170149,0.0,9
530,4,8,9,0.0,8.192170149,0.0,3
531,5,0,9,0.0,9.015151515,0.0,2
532,5,1,9,0.01,9.015151515,0.0,5
533,5,2,9,0.0,9.015151515,0.0,0
534,5,3,9,0.0,9.015151515,0.0,7
535,5,4,9,0.01,9.015151515,0.0,2
536,5,5,9,0.0,9.015151515,0.0,7
537,5,6,9,0.0,9.015151515,0.0,5
538,5,7,9,0.0,9.015151515,0.0,5
539,5,8,9,0.0,9.015151515,0.0,10
540,0,0,10,68.08,37.4,25.46,1
541,0,1,10,55.3,37.4,20.68,3
542,0,2,10,1.09,37.4,0.41,1
543,0,3,10,20.6,37.4,7.7,10
544,0,4,10,49.75,37.4,18.61,1
545,0,5,10,47.98,37.4,17.94,6
546,0,6,10,34.68,37.4,12.97,3
547,0,7,10,52.87,37.4,19.77,8
548,0,8,10,14.2,37.4,5.31,2
549,1,0,10,18.95,69.7,13.21,3
550,1,1,10,24.51,69.7,17.08,5
551,1,2,10,26.91,69.7,18.76,4
552,1,3,10,21.04,69.7,14.66,0
553,1,4,10,33.09,69.7,23.06,5
554,1,5,10,19.64,69.7,13.69,5
555,1,6,10,33.94,69.7,23.66,3
556,1,7,10,15.6,69.7,10.87,0
557,1,8,10,33.16,69.7,23.11,9
558,2,0,10,0.39,9.3,0.04,5
559,2,1,10,2.01,9.3,0.19,9
560,2,2,10,0.09,9.3,0.01,6
561,2,3,10,0.17,9.3,0.02,0
562,2,4,10,0.45,9.3,0.04,6
563,2,5,10,0.22,9.3,0.02,10
564,2,6,10,0.72,9.3,0.07,1
565,2,7,10,1.42,9.3,0.13,0
566,2,8,10,0.13,9.3,0.01,7
567,3,0,10,0.01,5.745389504,0.0,10
568,3,1,10,0.02,5.745389504,0.0,10
569,3,2,10,0.0,5.745389504,0.0,5
570,3,3,10,0.0,5.745389504,0.0,6
571,3,4,10,0.01,5.745389504,0.0,3
572,3,5,10,0.0,5.745389504,0.0,6
573,3,6,10,0.0,5.745389504,0.0,7
574,3,7,10,0.0,5.745389504,0.0,6
575,3,8,10,0.0,5.745389504,0.0,10
576,4,0,10,0.0,9.019642387,0.0,8
577,4,1,10,0.0,9.019642387,0.0,10
578,4,2,10,0.0,9.019642387,0.0,10
579,4,3,10,0.0,9.019642387,0.0,8
580,4,4,10,0.0,9.019642387,0.0,9
581,4,5,10,0.0,9.019642387,0.0,9
582,4,6,10,0.0,9.019642387,0.0,2
583,4,7,10,0.0,9.019642387,0.0,9
584,4,8,10,0.0,9.019642387,0.0,4
585,5,0,10,0.0,7.9,0.0,5
586,5,1,10,0.01,7.9,0.0,5
587,5,2,10,0.02,7.9,0.0,4
588,5,3,10,0.0,7.9,0.0,2
589,5,4,10,0.01,7.9,0.0,0
590,5,5,10,0.0,7.9,0.0,5
591,5,6,10,0.0,7.9,0.0,4
592,5,7,10,0.0,7.9,0.0,2
593,5,8,10,0.0,7.9,0.0,5
594,0,0,11,67.49,31.2,21.06,5
595,0,1,11,53.77,31.2,16.78,0
596,0,2,11,1.1,31.2,0.34,5
597,0,3,11,19.42,31.2,6.06,7
598,0,4,11,47.29,31.2,14.75,8
599,0,5,11,48.05,31.2,14.99,9
600,0,6,11,34.81,31.2,10.86,7
601,0,7,11,54.19,31.2,16.91,9
602,0,8,11,15.09,31.2,4.71,6
603,1,0,11,20.12,77.3,15.55,9
604,1,1,11,26.37,77.3,20.38,1
605,1,2,11,27.27,77.3,21.08,5
606,1,3,11,23.21,77.3,17.94,8
607,1,4,11,37.98,77.3,29.36,5
608,1,5,11,20.2,77.3,15.61,10
609,1,6,11,35.82,77.3,27.69,6
610,1,7,11,18.08,77.3,13.98,2
